date,city,latitude,longitude,deviceCategory,goal3Completions,goal5Completions,sessions
2019-02-02,Glasgow,55.8642,-4.2518,mobile,2,0,30
2019-08-02,Musselburgh,55.9419,-3.0539,desktop,0,1,3
2019-08-05,Glasgow,55.8642,-4.2518,desktop,1,0,37
2019-07-15,Edinburgh,55.9533,-3.1883,mobile,0,1,43
2019-09-04,London,51.5074,-0.1278,mobile,1,0,51
2019-07-11,Coatbridge,55.8622,-4.0193,desktop,1,0,4
2019-03-17,Glasgow,55.8642,-4.2518,desktop,1,0,10
2019-02-06,London,51.5074,-0.1278,desktop,0,1,29
2019-02-15,Glasgow,55.8642,-4.2518,mobile,0,1,38
2019-06-17,Edinburgh,55.9533,-3.1883,desktop,0,2,64
2019-08-05,Glasgow,55.8642,-4.2518,desktop,1,0,37
2019-02-12,Glasgow,55.8642,-4.2518,desktop,1,1,29
2019-08-07,London,51.5074,-0.1278,desktop,0,1,29
2019-01-29,(not set),0.0000,0.0000,mobile,1,1,9
2019-06-23,Dunfermline,56.0717,-3.4522,mobile,1,0,6
2019-05-28,Edinburgh,55.9533,-3.1883,mobile,1,0,20
2019-08-08,Cumbernauld,55.9457,-3.9925,desktop,2,0,3
2019-02-15,Durham,54.7752,-1.5849,tablet,0,1,1
2019-08-23,Kingston,50.6163,-2.0620,mobile,0,1,1
2019-03-29,Coventry,52.4068,-1.5197,mobile,0,1,1
2019-06-17,(not set),0.0000,0.0000,desktop,0,1,16
2019-03-14,Edinburgh,55.9533,-3.1883,desktop,1,2,89
2019-02-25,Edinburgh,55.9533,-3.1883,mobile,1,2,43
2019-08-25,Glasgow,55.8642,-4.2518,mobile,1,0,19
2019-02-05,Watford,51.6565,-0.3903,desktop,1,0,1
2019-07-31,Edinburgh,55.9533,-3.1883,desktop,0,1,56
2019-07-31,Edinburgh,55.9533,-3.1883,desktop,0,1,56
2019-04-03,Dundee,56.4620,-2.9707,desktop,0,1,4
2019-03-05,Edinburgh,55.9533,-3.1883,mobile,0,2,34
2019-06-16,London,51.5074,-0.1278,mobile,0,1,23
2019-07-11,Coatbridge,55.8622,-4.0193,desktop,1,0,4
2019-08-31,Glasgow,55.8642,-4.2518,mobile,2,0,26
2019-01-28,Glasgow,55.8642,-4.2518,desktop,2,0,34
2019-06-27,London,51.5074,-0.1278,mobile,2,0,30
2019-07-29,Aberdeen,57.1497,-2.0943,desktop,1,0,2
2019-05-27,East Kilbride,55.7644,-4.1770,mobile,1,0,2
2019-08-07,Edinburgh,55.9533,-3.1883,mobile,0,1,57
2019-01-30,Aberdeen,57.1497,-2.0943,desktop,0,1,2
2019-02-05,Glasgow,55.8642,-4.2518,desktop,1,0,44
2019-09-03,Glasgow,55.8642,-4.2518,desktop,3,0,48
2019-08-16,Glasgow,55.8642,-4.2518,tablet,1,0,3
2019-05-07,London,51.5074,-0.1278,mobile,0,1,47
2019-05-01,Rutherglen,55.8290,-4.2243,desktop,1,0,2
2019-07-21,Glasgow,55.8642,-4.2518,desktop,1,0,21
2019-07-16,(not set),0.0000,0.0000,desktop,0,1,19
2019-07-09,London,51.5074,-0.1278,mobile,0,1,26
2019-07-12,Edinburgh,55.9533,-3.1883,mobile,0,1,50
2019-08-13,Edinburgh,55.9533,-3.1883,mobile,0,2,59
2019-06-15,Downpatrick,54.3288,-5.7157,mobile,1,0,3
2019-02-07,London,51.5074,-0.1278,mobile,0,1,41
2019-05-07,London,51.5074,-0.1278,mobile,0,1,47
2019-06-13,Edinburgh,55.9533,-3.1883,mobile,1,0,30
2019-05-06,Ayr,55.4586,-4.6292,desktop,1,0,1
2019-08-21,Glasgow,55.8642,-4.2518,mobile,1,0,40
2019-04-07,Northampton,52.2405,-0.9027,desktop,1,0,1
2019-05-09,Glasgow,55.8642,-4.2518,desktop,1,0,54
2019-06-16,London,51.5074,-0.1278,mobile,0,1,23
2019-02-28,Stirling,56.1165,-3.9369,mobile,0,1,1
2019-02-04,North Shields,55.0108,-1.4491,mobile,0,1,2
2019-07-30,Dundee,56.4620,-2.9707,mobile,0,1,3
2019-08-25,Ayr,55.4586,-4.6292,tablet,1,0,1
2019-02-22,Edinburgh,55.9533,-3.1883,desktop,0,1,39
2019-08-20,Edinburgh,55.9533,-3.1883,mobile,0,1,34
2019-06-06,Edinburgh,55.9533,-3.1883,desktop,0,1,66
2019-08-05,Edinburgh,55.9533,-3.1883,desktop,0,1,37
2019-08-01,Leatherhead,51.2964,-0.3311,desktop,1,0,1
2019-07-23,Kilmarnock,55.6147,-4.4988,desktop,1,0,2
2019-08-31,Glasgow,55.8642,-4.2518,mobile,2,0,26
2019-04-23,Edinburgh,55.9533,-3.1883,mobile,0,1,53
2019-02-06,Edinburgh,55.9533,-3.1883,desktop,0,5,68
2019-08-28,London,51.5074,-0.1278,tablet,0,1,2
2019-08-16,Glasgow,55.8642,-4.2518,desktop,1,0,34
2019-01-30,Newry,54.1751,-6.3402,desktop,0,1,1
2019-02-26,Dumbarton,55.9453,-4.5646,desktop,1,0,1
2019-06-24,Edinburgh,55.9533,-3.1883,desktop,0,1,87
2019-02-04,London,51.5074,-0.1278,mobile,0,1,36
2019-08-12,Warsaw,52.2297,21.0122,desktop,0,1,1
2019-09-02,Livingston,55.9007,-3.5181,desktop,0,1,12
2019-02-05,Edinburgh,55.9533,-3.1883,desktop,0,3,90
2019-06-19,Marlow,51.5719,-0.7769,desktop,1,0,1
2019-02-05,(not set),0.0000,0.0000,desktop,0,1,7
2019-07-02,Motherwell,55.7832,-3.9811,mobile,1,0,2
2019-06-18,London,51.5074,-0.1278,desktop,0,1,24
2019-08-23,London,51.5074,-0.1278,mobile,0,1,26
2019-04-07,Northampton,52.2405,-0.9027,desktop,1,0,1
2019-05-27,Rutherglen,55.8290,-4.2243,desktop,1,0,1
2019-01-29,Glasgow,55.8642,-4.2518,mobile,1,0,59
2019-08-26,Glasgow,55.8642,-4.2518,mobile,0,1,42
2019-08-18,Glasgow,55.8642,-4.2518,mobile,2,0,34
2019-02-02,Cumbernauld,55.9457,-3.9925,mobile,1,0,2
2019-04-16,Glasgow,55.8642,-4.2518,desktop,1,0,49
2019-04-29,Glasgow,55.8642,-4.2518,desktop,1,0,47
2019-04-17,Sheffield,53.3811,-1.4701,desktop,0,1,1
2019-06-28,(not set),0.0000,0.0000,desktop,1,1,19
2019-06-27,London,51.5074,-0.1278,mobile,2,0,30
2019-08-24,Glasgow,55.8642,-4.2518,desktop,1,0,14
2019-03-23,Edinburgh,55.9533,-3.1883,mobile,0,1,25
2019-03-14,Motherwell,55.7832,-3.9811,desktop,1,0,2
2019-05-01,Portsmouth,50.8198,-1.0880,desktop,1,0,2
2019-07-23,London,51.5074,-0.1278,desktop,0,1,26
2019-02-02,Dunfermline,56.0717,-3.4522,tablet,0,1,1
2019-07-22,East Kilbride,55.7644,-4.1770,mobile,1,0,6
2019-08-13,Winsford,53.1943,-2.5197,desktop,0,1,4
2019-04-27,Glasgow,55.8642,-4.2518,mobile,1,0,39
2019-03-01,Falkirk,56.0019,-3.7839,mobile,0,1,3
2019-03-03,Glasgow,55.8642,-4.2518,desktop,1,0,24
2019-02-27,Glasgow,55.8642,-4.2518,desktop,1,0,44
2019-07-20,Glasgow,55.8642,-4.2518,mobile,0,1,49
2019-07-20,Aberdeen,57.1497,-2.0943,desktop,0,1,3
2019-05-01,Rutherglen,55.8290,-4.2243,desktop,1,0,2
2019-06-09,Glasgow,55.8642,-4.2518,mobile,0,1,59
2019-02-25,Edinburgh,55.9533,-3.1883,desktop,0,3,68
2019-08-13,Winsford,53.1943,-2.5197,desktop,0,1,4
2019-02-10,(not set),0.0000,0.0000,mobile,0,1,6
2019-06-26,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-02-19,Edinburgh,55.9533,-3.1883,desktop,0,2,37
2019-02-20,London,51.5074,-0.1278,desktop,0,1,45
2019-02-12,Glasgow,55.8642,-4.2518,desktop,1,1,29
2019-09-02,Stirling,56.1165,-3.9369,desktop,1,0,4
2019-03-21,Edinburgh,55.9533,-3.1883,desktop,0,1,61
2019-05-10,Edinburgh,55.9533,-3.1883,mobile,0,2,64
2019-02-07,Glasgow,55.8642,-4.2518,tablet,1,0,7
2019-08-16,Glasgow,55.8642,-4.2518,tablet,1,0,3
2019-08-29,London,51.5074,-0.1278,mobile,1,0,39
2019-08-24,Glasgow,55.8642,-4.2518,desktop,1,0,14
2019-03-05,Cumbernauld,55.9457,-3.9925,mobile,1,0,7
2019-02-27,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-05-01,Glasgow,55.8642,-4.2518,desktop,1,0,58
2019-03-19,Ashington,55.1830,-1.5660,desktop,0,1,6
2019-08-14,London,51.5074,-0.1278,desktop,1,0,22
2019-08-13,Winsford,53.1943,-2.5197,desktop,0,1,4
2019-03-22,Edinburgh,55.9533,-3.1883,mobile,0,2,44
2019-08-08,Edinburgh,55.9533,-3.1883,desktop,0,1,49
2019-04-16,Glasgow,55.8642,-4.2518,desktop,1,0,49
2019-02-28,Stoke Poges,51.5504,-0.5849,desktop,0,1,1
2019-06-30,Stirling,56.1165,-3.9369,mobile,1,0,2
2019-08-13,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-08-23,Nottingham,52.9548,-1.1581,desktop,1,0,3
2019-02-04,London,51.5074,-0.1278,mobile,0,1,36
2019-04-08,Glasgow,55.8642,-4.2518,mobile,1,0,25
2019-02-16,Glasgow,55.8642,-4.2518,mobile,1,0,33
2019-06-30,Edinburgh,55.9533,-3.1883,mobile,1,0,27
2019-08-31,(not set),0.0000,0.0000,mobile,1,0,9
2019-07-23,Kilmarnock,55.6147,-4.4988,desktop,1,0,2
2019-08-28,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-05-28,(not set),0.0000,0.0000,mobile,1,0,15
2019-09-02,Livingston,55.9007,-3.5181,desktop,0,1,12
2019-02-25,Edinburgh,55.9533,-3.1883,desktop,0,3,68
2019-08-21,Falkirk,56.0019,-3.7839,desktop,0,1,2
2019-02-05,Edinburgh,55.9533,-3.1883,desktop,0,3,90
2019-07-17,(not set),0.0000,0.0000,mobile,0,1,24
2019-07-17,(not set),0.0000,0.0000,mobile,0,1,24
2019-06-13,Edinburgh,55.9533,-3.1883,mobile,1,0,30
2019-04-15,Birmingham,52.4862,-1.8904,desktop,1,0,1
2019-02-05,Watford,51.6565,-0.3903,desktop,1,0,1
2019-03-17,Glasgow,55.8642,-4.2518,desktop,1,0,10
2019-07-02,Motherwell,55.7832,-3.9811,mobile,1,0,2
2019-07-02,Edinburgh,55.9533,-3.1883,desktop,0,2,55
2019-07-11,Edinburgh,55.9533,-3.1883,mobile,0,1,29
2019-07-23,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-04-26,Edinburgh,55.9533,-3.1883,desktop,1,0,55
2019-05-28,Edinburgh,55.9533,-3.1883,mobile,1,0,20
2019-08-12,Warsaw,52.2297,21.0122,desktop,0,1,1
2019-05-06,London,51.5074,-0.1278,mobile,1,0,33
2019-04-30,Edinburgh,55.9533,-3.1883,desktop,0,1,67
2019-02-20,London,51.5074,-0.1278,desktop,0,1,45
2019-08-17,Edinburgh,55.9533,-3.1883,mobile,0,1,39
2019-05-26,Banbridge,54.3487,-6.2705,mobile,1,1,2
2019-04-04,(not set),0.0000,0.0000,mobile,0,1,7
2019-03-14,Edinburgh,55.9533,-3.1883,desktop,1,2,89
2019-08-06,London,51.5074,-0.1278,desktop,0,1,28
2019-08-28,Hamilton,55.7776,-4.0537,mobile,1,0,6
2019-03-17,Livingston,55.9007,-3.5181,desktop,0,1,2
